aluminium,flouride,bacteria,viruses,uranium,is_safe
0.03,0.36,0.3,0.005,0.04,0
0.03,0.57,0.68,0.68,0.03,0
0.0,0.52,0.2,0.003,0.07,0
0.07,1.45,0.19,0.006,0.08,0
0.06,1.43,0.84,0.84,0.07,0
0.09,0.54,0.45,0.0,0.0,0
0.0,1.32,0.99,0.99,0.03,0
0.0,0.69,0.01,0.004,0.04,0
0.02,0.99,0.42,0.002,0.06,0
0.04,0.84,0.15,0.001,0.01,0
0.09,0.13,0.59,0.59,0.07,0
0.1,1.14,0.68,0.68,0.02,0
0.03,0.4,0.27,0.0,0.09,0
0.07,1.31,0.42,0.005,0.08,0
0.02,0.31,0.47,0.004,0.07,0
0.01,1.49,0.13,0.007,0.02,0
0.08,0.58,0.8,0.8,0.07,0
0.1,1.12,0.02,0.006,0.01,0
0.04,0.8,0.69,0.69,0.05,0
0.09,1.16,0.29,0.005,0.04,0
0.06,0.96,0.11,0.001,0.06,0
0.06,0.87,0.9,0.9,0.02,0
0.08,0.9,0.98,0.98,0.04,0
0.07,0.83,0.21,0.002,0.08,0
0.07,0.96,0.84,0.84,0.02,0
0.09,0.93,0.62,0.62,0.02,0
0.02,0.34,0.94,0.94,0.04,0
0.02,1.37,0.94,0.94,0.03,0
0.02,1.21,0.73,0.73,0.01,0
0.09,0.77,0.52,0.52,0.06,0
0.03,0.65,1.0,1.0,0.04,0
0.08,0.8,0.1,0.003,0.01,0
0.05,0.54,0.01,0.0,0.06,0
0.0,0.57,0.71,0.71,0.0,0
0.02,0.44,0.84,0.84,0.05,0
0.01,0.8,0.37,0.002,0.01,0
0.03,0.82,0.54,0.54,0.05,0
0.04,0.16,0.89,0.89,0.08,0
0.04,1.35,0.63,0.63,0.05,0
0.01,1.39,0.09,0.005,0.05,0
0.01,0.74,0.48,0.001,0.08,0
0.08,0.92,0.14,0.006,0.06,0
0.08,0.04,0.82,0.82,0.04,0
0.07,1.09,0.14,0.005,0.01,0
0.06,1.06,0.55,0.55,0.04,0
0.01,0.66,0.54,0.54,0.05,0
0.09,1.17,0.62,0.62,0.02,0
0.08,1.01,0.61,0.61,0.05,0
0.09,1.4,0.55,0.55,0.04,0
0.09,1.38,0.13,0.008,0.0,0
0.05,0.25,0.64,0.64,0.04,0
0.09,1.24,0.83,0.83,0.09,0
0.02,1.38,0.89,0.89,0.02,0
0.02,0.78,0.89,0.89,0.09,0
0.07,0.92,0.02,0.006,0.04,0
0.02,0.55,0.14,0.006,0.07,0
0.09,1.43,0.97,0.97,0.0,0
0.02,1.26,0.42,0.005,0.05,0
0.03,1.4,0.41,0.008,0.08,0
0.02,1.4,0.94,0.94,0.07,0
0.09,1.18,0.56,0.56,0.06,0
0.07,0.37,0.74,0.74,0.03,0
0.08,0.13,0.97,0.97,0.08,0
0.01,0.07,0.74,0.74,0.06,0
0.04,0.75,0.82,0.82,0.01,0
0.08,1.32,0.59,0.59,0.06,0
0.09,0.96,0.31,0.009,0.07,0
0.1,1.03,0.27,0.002,0.08,0
0.02,1.31,0.15,0.009,0.0,0
0.03,1.1,0.29,0.0,0.01,0
0.04,1.06,0.5,0.5,0.09,0
0.08,0.89,0.84,0.84,0.03,0
0.02,1.48,0.67,0.67,0.08,0
0.06,0.82,0.01,0.007,0.07,0
0.08,0.62,0.36,0.005,0.03,0
0.07,0.85,0.19,0.0,0.05,0
0.07,0.38,0.38,0.006,0.04,0
0.05,0.53,0.43,0.009,0.07,0
0.02,0.64,0.47,0.007,0.06,0
0.09,0.13,0.94,0.94,0.02,0
0.03,1.45,0.49,0.001,0.09,0
0.02,0.43,0.94,0.94,0.06,0
0.1,1.5,0.1,0.002,0.0,0
0.0,0.3,0.56,0.56,0.02,0
0.03,0.27,0.26,0.005,0.08,0
0.04,1.31,0.78,0.78,0.09,0
0.07,1.17,0.28,0.002,0.02,0
0.08,0.51,0.02,0.008,0.0,0
0.07,0.12,0.66,0.66,0.03,0
0.08,1.12,0.41,0.002,0.0,0
0.09,1.04,0.29,0.009,0.07,0
0.02,0.05,0.52,0.52,0.06,0
0.06,0.43,0.73,0.73,0.01,0
0.08,0.05,0.22,0.009,0.03,0
0.04,1.41,0.99,0.99,0.06,0
0.06,0.43,0.46,0.002,0.06,0
0.01,1.36,0.82,0.82,0.06,0
0.09,1.2,0.59,0.59,0.02,0
0.01,0.99,0.43,0.006,0.02,0
0.02,0.22,0.13,0.004,0.06,0
0.09,0.34,0.65,0.65,0.02,0
0.02,0.78,0.54,0.54,0.05,0
0.07,1.1,1.0,1.0,0.0,0
0.07,1.46,0.76,0.76,0.06,0
0.03,0.51,0.71,0.71,0.03,0
0.1,0.62,0.72,0.72,0.02,0
0.1,1.05,0.97,0.97,0.08,0
0.08,0.4,0.88,0.88,0.03,0
0.03,0.83,0.07,0.008,0.04,0
0.08,1.46,0.84,0.84,0.08,0
0.02,0.52,0.45,0.008,0.04,0
0.01,0.75,0.08,0.001,0.07,0
0.02,0.21,0.35,0.003,0.01,0
0.02,0.27,0.88,0.88,0.07,0
0.06,1.42,0.8,0.8,0.04,0
0.02,1.3,0.93,0.93,0.05,0
0.1,0.91,0.75,0.75,0.02,0
0.1,0.89,0.78,0.78,0.06,0
0.05,0.04,0.46,0.002,0.05,0
0.02,0.73,0.06,0.001,0.04,0
0.03,0.27,0.42,0.008,0.09,0
0.09,0.69,0.77,0.77,0.04,0
0.05,1.15,0.97,0.97,0.07,0
0.05,0.53,0.35,0.007,0.09,0
0.09,0.69,0.74,0.74,0.0,0
0.01,1.04,0.17,0.0,0.05,0
0.05,0.49,0.97,0.97,0.06,0
0.05,1.38,0.26,0.005,0.02,0
0.09,0.15,0.09,0.0,0.0,0
0.04,0.48,0.13,0.001,0.03,0
0.0,0.72,0.42,0.004,0.09,0
0.09,0.54,0.73,0.73,0.06,0
0.05,1.48,0.99,0.99,0.04,0
0.08,1.05,0.57,0.57,0.08,0
0.05,0.56,0.5,0.5,0.01,0
0.06,0.51,0.93,0.93,0.03,0
0.08,0.55,0.38,0.005,0.06,0
0.06,0.91,0.7,0.7,0.07,0
0.02,0.26,0.51,0.51,0.04,0
0.01,0.11,0.52,0.52,0.05,0
0.0,0.07,0.78,0.78,0.03,0
0.1,0.03,0.18,0.006,0.04,0
0.08,1.43,0.32,0.007,0.01,0
0.03,0.18,0.49,0.008,0.06,0
0.04,0.63,0.74,0.74,0.02,0
0.04,0.26,0.92,0.92,0.04,0
0.08,0.94,0.51,0.51,0.03,0
0.1,1.31,0.76,0.76,0.06,0
0.1,0.63,0.74,0.74,0.05,0
0.1,1.42,0.97,0.97,0.01,0
0.07,1.08,0.41,0.004,0.02,0
0.05,1.17,0.26,0.004,0.0,0
0.02,0.01,0.92,0.92,0.04,0
0.08,1.32,0.86,0.86,0.09,0
0.0,1.25,0.06,0.005,0.03,0
0.04,1.27,0.0,0.001,0.03,0
0.04,0.92,0.44,0.004,0.08,0
0.1,1.16,0.72,0.72,0.08,0
0.03,0.31,0.43,0.0,0.03,0
0.06,0.15,0.24,0.004,0.01,0
0.09,0.49,0.11,0.003,0.04,0
0.06,0.08,0.52,0.52,0.07,0
0.07,0.53,0.62,0.62,0.08,0
0.0,0.7,0.11,0.001,0.06,0
0.02,0.28,0.46,0.006,0.07,0
0.06,0.47,0.42,0.009,0.06,0
0.06,1.33,0.37,0.003,0.06,0
0.09,0.14,0.44,0.008,0.02,0
0.05,0.59,0.61,0.61,0.06,0
0.08,0.62,0.35,0.004,0.0,0
0.05,0.91,0.38,0.008,0.04,0
0.08,1.4,0.7,0.7,0.07,0
0.04,0.31,0.84,0.84,0.06,0
0.04,0.0,0.51,0.51,0.02,0
0.01,0.45,0.59,0.59,0.04,0
0.04,0.05,0.3,0.003,0.02,0
0.03,0.74,0.32,0.005,0.04,0
0.05,0.95,0.62,0.62,0.07,0
0.02,1.1,0.38,0.005,0.0,0
0.03,1.33,0.16,0.003,0.04,0
0.02,0.33,0.89,0.89,0.08,0
0.01,1.18,0.71,0.71,0.03,0
0.08,0.63,0.99,0.99,0.06,0
0.05,1.15,0.69,0.69,0.03,0
0.07,0.4,0.59,0.59,0.02,0
0.09,0.32,0.29,0.008,0.01,0
0.03,0.65,0.64,0.64,0.04,0
0.07,0.33,0.58,0.58,0.0,0
0.0,0.88,0.93,0.93,0.05,0
0.0,0.66,0.93,0.93,0.04,0
0.06,0.38,0.84,0.84,0.06,0
0.09,0.61,0.2,0.001,0.04,0
0.03,0.21,0.98,0.98,0.01,0
0.05,1.34,0.48,0.003,0.07,0
0.07,0.33,0.6,0.6,0.07,0
0.08,0.11,0.19,0.004,0.08,0
0.05,0.21,0.54,0.54,0.05,0
0.09,0.11,0.41,0.0,0.09,0
0.06,0.52,0.51,0.51,0.01,0
0.01,0.59,0.85,0.85,0.08,0
0.02,0.01,0.95,0.95,0.08,0
0.1,1.41,0.82,0.82,0.02,0
0.03,1.35,0.27,0.004,0.06,0
0.0,0.52,0.62,0.62,0.01,0
0.01,0.98,0.91,0.91,0.05,0
0.07,1.33,0.55,0.55,0.03,0
0.06,0.48,0.65,0.65,0.06,0
0.07,0.25,0.54,0.54,0.09,0
0.05,0.5,0.89,0.89,0.04,0
0.07,1.23,0.02,0.006,0.01,0
0.07,0.92,0.48,0.006,0.05,0
0.08,1.19,0.27,0.003,0.06,0
0.05,1.34,0.79,0.79,0.08,0
0.05,1.05,0.56,0.56,0.07,0
0.09,1.47,0.9,0.9,0.01,0
0.04,0.0,0.0,0.003,0.01,0
0.02,0.07,0.29,0.002,0.01,0
0.02,0.61,0.53,0.53,0.07,0
0.06,0.94,0.15,0.008,0.02,0
0.0,0.28,0.19,0.001,0.08,0
0.04,0.32,0.01,0.004,0.02,0
0.03,1.35,1.0,1.0,0.07,0
0.07,0.08,0.63,0.63,0.09,0
0.01,0.64,0.46,0.002,0.05,0
0.04,1.03,0.04,0.007,0.0,0
0.06,1.4,0.16,0.005,0.06,0
0.03,1.34,0.72,0.72,0.08,0
0.01,1.48,0.34,0.004,0.08,0
0.1,0.69,0.77,0.77,0.04,0
0.09,1.32,0.62,0.62,0.0,0
0.03,0.88,0.36,0.005,0.06,0
0.02,0.61,0.98,0.98,0.05,0
0.02,1.03,0.01,0.008,0.06,0
0.09,0.12,0.52,0.52,0.01,0
0.09,1.43,0.68,0.68,0.04,0
0.04,0.51,0.57,0.57,0.05,0
0.04,0.25,0.74,0.74,0.02,0
0.08,0.93,0.82,0.82,0.02,0
0.1,0.93,0.83,0.83,0.02,0
0.07,0.45,0.38,0.009,0.07,0
0.05,1.18,0.81,0.81,0.01,0
0.06,1.23,0.0,0.008,0.07,0
0.09,0.26,0.61,0.61,0.0,0
0.08,0.9,0.16,0.007,0.05,0
0.02,0.05,0.45,0.009,0.03,0
0.01,0.12,0.87,0.87,0.02,0
0.06,1.25,0.11,0.003,0.02,0
0.03,0.47,0.74,0.74,0.07,0
0.1,0.78,0.8,0.8,0.03,0
0.03,0.57,0.6,0.6,0.03,0
0.01,0.48,0.29,0.002,0.07,0
0.05,0.92,0.7,0.7,0.01,0
0.02,1.23,0.96,0.96,0.04,0
0.08,0.86,0.37,0.002,0.03,0
0.08,0.47,0.04,0.007,0.02,0
0.08,0.45,0.3,0.008,0.06,0
0.06,0.67,0.68,0.68,0.01,0
0.04,1.0,0.75,0.75,0.02,0
0.01,1.06,0.07,0.001,0.07,0
0.08,0.66,0.68,0.68,0.07,0
0.08,1.39,0.11,0.0,0.07,0
0.0,0.95,0.61,0.61,0.04,0
0.09,1.19,0.09,0.005,0.06,0
0.07,1.37,0.93,0.93,0.01,0
0.05,0.91,0.15,0.008,0.01,0
0.01,1.04,0.76,0.76,0.0,0
0.07,1.05,0.38,0.003,0.05,0
0.02,0.95,0.33,0.006,0.02,0
0.08,1.09,0.34,0.005,0.01,0
0.04,0.39,0.41,0.006,0.06,0
0.08,0.28,0.15,0.005,0.08,0
0.09,0.2,0.44,0.007,0.01,0
0.01,0.57,0.64,0.64,0.0,0
0.06,1.36,0.72,0.72,0.04,0
0.05,0.54,0.2,0.005,0.0,0
0.1,0.54,0.11,0.005,0.03,0
0.02,0.06,0.54,0.54,0.06,0
0.01,1.22,0.52,0.52,0.08,0
0.02,0.72,0.57,0.57,0.02,0
0.03,0.3,0.76,0.76,0.06,0
0.09,0.07,0.32,0.0,0.04,0
0.02,0.04,0.84,0.84,0.06,0
0.08,0.76,0.49,0.003,0.03,0
0.01,0.61,0.78,0.78,0.06,0
0.0,0.86,0.1,0.005,0.02,0
0.08,1.13,0.81,0.81,0.05,0
0.01,0.78,0.22,0.005,0.05,0
0.05,0.02,0.49,0.007,0.02,0
0.06,0.73,0.9,0.9,0.08,0
0.07,1.31,0.13,0.009,0.03,0
0.0,1.47,0.97,0.97,0.01,0
0.07,0.04,0.46,0.007,0.07,0
0.01,0.71,0.66,0.66,0.02,0
0.09,1.06,0.69,0.69,0.08,0
0.07,1.13,0.5,0.5,0.03,0
0.08,0.63,0.59,0.59,0.07,0
0.05,0.36,0.34,0.007,0.0,0
0.08,1.41,0.34,0.004,0.04,0
0.01,0.43,0.98,0.98,0.07,0
0.05,0.03,0.17,0.001,0.0,0
0.09,1.02,0.39,0.002,0.02,0
0.09,1.39,0.89,0.89,0.0,0
0.01,1.01,0.68,0.68,0.06,0
0.03,1.14,0.77,0.77,0.09,0
0.07,1.49,0.58,0.58,0.06,0
0.05,0.98,0.07,0.008,0.02,0
0.09,0.03,0.23,0.004,0.05,0
0.08,0.33,0.8,0.8,0.06,0
0.01,1.35,0.04,0.0,0.07,0
0.06,0.28,0.7,0.7,0.08,0
0.1,1.43,0.72,0.72,0.0,0
0.1,1.24,0.6,0.6,0.03,0
0.06,1.27,0.23,0.008,0.04,0
0.09,0.8,0.93,0.93,0.07,0
0.02,0.73,0.81,0.81,0.09,0
0.04,1.44,0.13,0.002,0.05,0
0.03,1.42,0.67,0.67,0.09,0
0.03,0.27,0.08,0.006,0.05,0
0.05,0.63,0.44,0.003,0.08,0
0.06,1.37,0.84,0.84,0.0,0
0.03,1.44,0.95,0.95,0.05,0
0.03,0.08,0.69,0.69,0.07,0
0.05,1.35,0.05,0.008,0.03,0
0.08,1.02,0.88,0.88,0.02,0
0.06,0.12,0.63,0.63,0.0,0
0.01,0.9,0.95,0.95,0.04,0
0.05,0.72,0.28,0.001,0.09,0
0.08,0.04,0.13,0.007,0.0,0
0.09,0.24,0.61,0.61,0.03,0
0.01,1.33,0.49,0.001,0.03,0
0.03,1.31,0.64,0.64,0.03,0
0.04,1.41,0.63,0.63,0.06,0
0.05,1.25,0.75,0.75,0.08,0
0.07,0.38,0.04,0.007,0.01,0
0.03,0.46,0.22,0.001,0.06,0
0.01,1.01,0.6,0.6,0.01,0
0.04,0.57,0.82,0.82,0.06,0
0.1,0.08,0.61,0.61,0.01,0
0.07,0.63,0.45,0.006,0.01,0
0.03,1.03,0.4,0.001,0.03,0
0.08,0.65,0.92,0.92,0.07,0
0.07,0.69,0.22,0.002,0.04,0
0.09,0.39,0.05,0.004,0.02,0
0.09,0.84,0.65,0.65,0.0,0
0.03,0.7,0.08,0.001,0.02,0
0.08,1.02,0.04,0.001,0.06,0
0.08,0.55,0.26,0.006,0.07,0
0.01,0.05,0.35,0.002,0.03,0
0.05,0.75,0.38,0.007,0.09,0
0.06,1.29,0.43,0.006,0.01,0
0.07,0.94,0.92,0.92,0.07,0
0.04,0.52,0.49,0.003,0.08,0
0.09,0.27,0.62,0.62,0.05,0
0.08,1.07,0.22,0.004,0.0,0
0.06,1.49,0.11,0.001,0.07,0
0.06,0.82,0.62,0.62,0.07,0
0.04,1.14,0.26,0.006,0.01,0
0.06,1.17,0.43,0.007,0.04,0
0.05,0.44,0.07,0.007,0.08,0
0.02,0.02,0.63,0.63,0.04,0
0.03,0.02,0.22,0.008,0.06,0
0.09,0.62,0.8,0.8,0.02,0
0.07,0.33,0.22,0.0,0.02,0
0.08,0.47,0.67,0.67,0.08,0
0.1,1.33,0.21,0.007,0.01,0
0.06,0.78,0.46,0.007,0.01,0
0.08,0.62,0.02,0.004,0.06,0
0.04,1.43,0.16,0.009,0.02,0
0.03,0.21,0.73,0.73,0.04,0
0.0,1.06,0.89,0.89,0.06,0
0.03,0.53,0.14,0.008,0.03,0
0.0,0.11,0.47,0.008,0.09,0
0.08,0.81,0.25,0.005,0.02,0
0.07,1.3,0.37,0.001,0.04,0
0.05,1.16,0.85,0.85,0.06,0
0.01,0.96,0.45,0.0,0.06,0
0.06,0.44,0.18,0.0,0.0,0
0.05,0.58,0.8,0.8,0.09,0
0.02,0.74,0.13,0.001,0.05,0
0.04,0.71,0.99,0.99,0.06,0
0.1,0.49,0.22,0.006,0.05,0
0.01,0.15,0.37,0.002,0.07,0
0.02,1.37,0.31,0.002,0.03,0
0.04,1.48,0.34,0.009,0.08,0
0.05,0.91,0.66,0.66,0.05,0
0.09,0.03,0.28,0.0,0.04,0
0.08,0.65,0.63,0.63,0.01,0
0.03,0.05,0.2,0.0,0.02,0
0.02,0.9,0.65,0.65,0.05,0
0.1,0.99,0.05,0.003,0.01,0
0.01,1.08,0.71,0.71,0.05,0
0.0,0.61,0.13,0.001,0.02,0
0.04,0.11,0.67,0.67,0.02,0
0.05,0.33,0.13,0.007,0.08,0
0.07,0.86,0.16,0.005,0.07,0
0.05,0.98,0.35,0.002,0.08,0
0.01,1.24,0.83,0.83,0.01,0
0.06,1.29,0.04,0.008,0.06,0
0.01,0.58,0.52,0.52,0.08,0
0.01,0.09,0.91,0.91,0.05,0
0.01,1.07,0.7,0.7,0.03,0
0.09,0.54,0.2,0.009,0.02,0
0.04,0.62,0.23,0.001,0.03,0
0.07,1.43,0.89,0.89,0.08,0
0.0,0.34,0.85,0.85,0.01,0
0.05,0.99,0.75,0.75,0.05,0
0.07,0.22,0.99,0.99,0.07,0
0.01,1.0,0.92,0.92,0.08,0
0.04,1.46,0.58,0.58,0.06,0
0.02,0.43,0.8,0.8,0.06,0
0.03,1.44,0.56,0.56,0.08,0
0.04,0.29,0.96,0.96,0.06,0
0.07,1.0,0.25,0.007,0.05,0
0.1,1.35,0.16,0.002,0.08,0
0.03,0.53,0.44,0.002,0.0,0
0.06,0.26,0.69,0.69,0.05,0
0.08,1.41,0.08,0.006,0.0,0
0.03,0.87,0.13,0.008,0.05,0
0.05,0.51,0.77,0.77,0.04,0
0.03,0.91,0.38,0.005,0.08,0
0.07,1.24,0.12,0.006,0.05,0
0.03,0.0,0.8,0.8,0.0,0
0.08,0.55,0.3,0.002,0.04,0
0.08,1.24,0.75,0.75,0.06,0
0.09,0.42,0.44,0.006,0.0,0
0.05,0.4,0.13,0.004,0.05,0
0.05,0.34,0.26,0.003,0.05,0
0.06,0.68,0.63,0.63,0.06,0
0.07,0.51,0.86,0.86,0.07,0
0.03,1.2,0.32,0.003,0.08,0
0.08,1.04,0.49,0.001,0.03,0
0.03,0.36,0.13,0.008,0.02,0
0.1,1.42,0.27,0.002,0.0,0
0.04,1.04,0.08,0.007,0.08,0
0.04,0.52,0.38,0.002,0.05,0
0.02,0.14,0.27,0.004,0.09,0
0.05,0.89,0.67,0.67,0.01,0
0.05,1.33,0.05,0.001,0.08,0
0.07,1.2,0.77,0.77,0.06,0
0.03,0.59,0.18,0.007,0.01,0
0.09,0.66,0.06,0.008,0.01,0
0.05,0.9,0.58,0.58,0.05,0
0.01,0.75,0.79,0.79,0.03,0
0.03,0.1,0.84,0.84,0.07,0
0.05,0.15,0.23,0.007,0.05,0
0.07,1.01,0.42,0.0,0.0,0
0.07,0.83,0.77,0.77,0.08,0
0.02,0.03,0.98,0.98,0.02,0
0.03,1.47,0.05,0.008,0.05,0
0.07,1.28,0.23,0.008,0.08,0
0.02,0.45,0.24,0.002,0.03,0
0.1,0.52,0.74,0.74,0.02,0
0.02,0.02,0.76,0.76,0.09,0
0.03,0.14,0.06,0.004,0.06,0
0.08,0.2,0.51,0.51,0.05,0
0.06,0.32,0.65,0.65,0.01,0
0.08,1.09,0.72,0.72,0.03,0
0.02,0.36,0.27,0.006,0.05,0
0.1,0.61,0.52,0.52,0.02,0
0.03,1.13,0.05,0.004,0.04,0
0.08,0.26,0.07,0.008,0.04,0
0.03,0.13,0.79,0.79,0.06,0
0.05,0.32,0.53,0.53,0.02,0
0.0,1.14,0.45,0.004,0.04,0
0.09,0.52,0.39,0.007,0.01,0
0.1,0.22,0.25,0.008,0.03,0
0.1,1.21,0.83,0.83,0.05,0
0.05,0.5,0.1,0.008,0.02,0
0.09,0.28,0.53,0.53,0.09,0
0.09,0.43,0.27,0.007,0.05,0
0.04,0.3,0.18,0.004,0.0,0
0.03,0.32,0.31,0.002,0.02,0
0.04,0.58,0.96,0.96,0.08,0
0.08,0.68,0.11,0.006,0.01,0
0.09,0.86,0.64,0.64,0.06,0
0.0,0.01,0.76,0.76,0.05,0
0.03,1.09,0.57,0.57,0.01,0
0.01,1.16,0.79,0.79,0.0,0
0.04,0.69,0.82,0.82,0.07,0
0.03,1.29,0.86,0.86,0.02,0
0.01,0.66,0.58,0.58,0.06,0
0.02,0.86,0.87,0.87,0.08,0
0.03,1.25,0.7,0.7,0.07,0
0.02,0.69,0.55,0.55,0.08,0
0.07,0.62,0.14,0.006,0.05,0
0.1,0.68,0.45,0.006,0.04,0
0.09,1.48,0.75,0.75,0.02,0
0.05,0.76,0.51,0.51,0.08,0
0.05,1.42,1.0,1.0,0.05,0
0.09,0.97,0.23,0.006,0.07,0
0.03,0.73,0.47,0.0,0.02,0
0.03,1.49,0.58,0.58,0.0,0
0.02,0.08,0.51,0.51,0.06,0
0.03,1.21,0.33,0.001,0.01,0
0.01,0.87,0.67,0.67,0.01,0
0.03,1.29,0.82,0.82,0.04,0
0.04,0.89,0.09,0.005,0.08,0
0.03,0.73,0.53,0.53,0.05,0
0.07,1.21,0.65,0.65,0.05,0
0.05,1.18,0.75,0.75,0.07,0
0.05,0.26,0.28,0.009,0.04,0
0.1,1.01,0.19,0.008,0.01,0
0.03,0.5,0.7,0.7,0.02,0
0.07,0.29,0.78,0.78,0.04,0
0.02,0.42,0.75,0.75,0.03,0
0.01,0.25,0.02,0.0,0.0,0
0.05,0.76,0.57,0.57,0.08,0
0.01,0.89,0.55,0.55,0.09,0
0.04,0.66,0.09,0.008,0.02,0
0.04,1.06,0.82,0.82,0.04,0
0.07,0.16,0.41,0.003,0.05,0
0.07,0.04,0.76,0.76,0.02,0
0.05,1.27,0.08,0.008,0.07,0
0.09,0.43,0.04,0.003,0.03,0
0.06,1.38,0.46,0.003,0.02,0
0.03,0.5,0.28,0.005,0.03,0
0.09,1.27,0.61,0.61,0.05,0
0.04,1.12,0.1,0.001,0.07,0
0.03,1.29,0.62,0.62,0.08,0
0.08,1.43,0.71,0.71,0.03,0
0.05,0.52,0.18,0.003,0.01,0
0.09,0.53,0.96,0.96,0.03,0
0.06,0.74,0.5,0.5,0.04,0
0.09,0.93,0.5,0.5,0.02,0
0.04,0.01,0.5,0.5,0.02,0
0.03,0.92,0.42,0.006,0.01,0
0.06,0.32,0.33,0.006,0.08,0
0.05,1.39,0.07,0.006,0.05,0
0.07,1.33,0.59,0.59,0.01,0
0.03,0.07,0.79,0.79,0.04,0
0.08,0.61,1.0,1.0,0.08,0
0.01,0.24,0.15,0.005,0.03,0
0.08,0.98,0.28,0.004,0.01,0
0.06,0.36,0.78,0.78,0.07,0
0.09,0.48,0.33,0.001,0.0,0
0.07,1.06,0.27,0.008,0.07,0
0.01,0.37,0.98,0.98,0.0,0
0.01,1.39,0.87,0.87,0.08,0
0.02,0.85,0.44,0.004,0.02,0
0.07,0.09,0.83,0.83,0.05,0
0.02,0.59,0.07,0.008,0.09,0
0.07,1.4,0.28,0.003,0.04,0
0.02,1.16,0.51,0.51,0.08,0
0.08,1.46,0.31,0.004,0.07,0
0.05,1.03,0.48,0.009,0.02,0
0.03,0.65,0.09,0.006,0.02,0
0.02,0.22,0.69,0.69,0.07,0
0.07,0.28,0.52,0.52,0.08,0
0.01,0.44,0.68,0.68,0.04,0
0.02,0.7,0.01,0.0,0.08,0
0.09,0.79,0.73,0.73,0.05,0
0.1,0.82,0.11,0.005,0.01,0
0.08,1.44,0.44,0.003,0.07,0
0.09,1.5,0.79,0.79,0.06,0
0.08,1.39,0.8,0.8,0.08,0
0.07,1.44,0.07,0.005,0.08,0
0.03,1.19,0.7,0.7,0.02,0
0.04,0.78,0.61,0.61,0.03,0
0.01,1.19,0.39,0.001,0.02,0
0.01,1.34,0.22,0.003,0.07,0
0.07,0.96,0.21,0.004,0.04,0
0.1,1.0,0.67,0.67,0.0,0
0.06,0.74,0.05,0.003,0.0,0
0.09,1.43,0.92,0.92,0.01,0
0.05,0.59,0.49,0.007,0.09,0
0.07,1.33,0.34,0.006,0.01,0
0.04,1.04,1.0,1.0,0.03,0
0.0,0.8,0.32,0.004,0.04,0
0.04,1.43,0.58,0.58,0.01,0
0.01,1.0,0.18,0.005,0.06,0
0.05,1.41,0.74,0.74,0.01,0
0.02,0.19,0.72,0.72,0.03,0
0.08,1.04,0.08,0.001,0.08,0
0.05,1.19,0.18,0.001,0.0,0
0.09,0.4,0.02,0.002,0.04,0
0.04,1.45,0.58,0.58,0.01,0
0.04,1.23,0.56,0.56,0.0,0
0.1,1.43,0.43,0.003,0.06,0
0.03,0.82,0.7,0.7,0.04,0
0.09,1.42,0.31,0.007,0.06,0
0.03,1.37,0.09,0.008,0.02,0
0.01,0.49,0.14,0.007,0.02,0
0.06,0.23,0.93,0.93,0.05,0
0.03,1.26,0.75,0.75,0.07,0
0.05,1.26,0.48,0.007,0.06,0
0.03,1.19,0.72,0.72,0.02,0
0.01,0.95,0.19,0.004,0.05,0
0.0,0.88,0.28,0.001,0.07,0
0.09,1.32,0.85,0.85,0.09,0
0.09,0.66,0.76,0.76,0.04,0
0.02,0.7,0.77,0.77,0.05,0
0.05,0.17,0.66,0.66,0.02,0
0.09,0.45,0.36,0.003,0.01,0
0.07,0.87,0.17,0.001,0.04,0
0.06,0.82,0.48,0.008,0.02,0
0.08,1.27,0.82,0.82,0.07,0
0.1,1.25,0.6,0.6,0.04,0
0.09,1.16,0.98,0.98,0.07,0
0.08,0.97,0.49,0.003,0.08,0
0.01,0.36,0.21,0.007,0.06,0
0.01,0.78,0.89,0.89,0.04,0
0.05,0.84,0.37,0.006,0.01,0
0.01,0.37,0.79,0.79,0.08,0
0.0,1.3,0.73,0.73,0.03,0
0.09,0.15,0.91,0.91,0.0,0
0.09,0.14,0.51,0.51,0.01,0
0.02,0.9,0.51,0.51,0.01,0
0.1,0.17,0.99,0.99,0.03,0
0.08,0.82,0.29,0.004,0.05,0
0.03,0.64,0.1,0.002,0.02,0
0.06,0.65,0.39,0.008,0.07,0
0.05,0.54,0.31,0.001,0.0,0
0.03,0.8,0.97,0.97,0.0,0
0.06,0.76,0.26,0.003,0.04,0
0.07,0.21,0.61,0.61,0.05,0
0.03,0.81,0.87,0.87,0.05,0
0.09,0.04,0.08,0.005,0.04,0
0.1,0.62,0.92,0.92,0.05,0
0.03,0.12,0.74,0.74,0.04,0
0.01,0.68,0.05,0.008,0.0,0
0.03,1.33,1.0,1.0,0.08,0
0.0,0.94,0.26,0.002,0.0,0
0.05,1.48,0.13,0.005,0.08,0
0.07,0.79,0.23,0.002,0.02,0
0.06,0.33,0.5,0.5,0.02,0
0.08,1.3,0.49,0.008,0.08,0
0.0,1.05,0.83,0.83,0.07,0
0.02,0.14,0.66,0.66,0.05,0
0.04,1.06,0.63,0.63,0.02,0
0.05,1.44,0.15,0.003,0.04,0
0.06,0.66,0.3,0.006,0.03,0
0.02,1.28,0.93,0.93,0.09,0
0.08,1.49,0.99,0.99,0.03,0
0.04,1.09,0.46,0.008,0.08,0
0.09,0.97,0.24,0.004,0.08,0
